ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1341,Portugal,PRT,,,Europe,Public health measures,Strengthening the public health system,Yes,"Portugal will adopt a new model of treatment for those infected with the covid-19 virus next week, which includes increased monitoring at home, the Minister of Health said today.",23/03/2020,The Portugal News,Media,https://www.theportugalnews.com/news/portugal-will-increase-treatment-of-infected-people-at-home/53466,21/03/2020,
1346,Portugal,PRT,,,Europe,Social distancing,Limit public gatherings,Yes,"People over 70, the chronically ill, health professionals and security and protection and rescue forces, armed forces and people who provide social assistance have priority in commercial establishments, the Government decreed .",21/03/2020,The Portugal News,Media,https://www.theportugalnews.com/news/priority-at-supermarkets-for-key-people/53462,21/03/2020,
1351,Portugal,PRT,,,Europe,Social distancing,Limit public gatherings,Yes,"The capacity of public transport will be reduced to one third of the maximum number of seats available and daily cleaning will have to be ensured, according to the government.",21/03/2020,The Portugal News,Media,https://www.theportugalnews.com/news/public-transport-capacity-reduced-to-one-third/53460,21/03/2020,
344,Qatar,QAT,,,Middle East,Social distancing,Schools closure ,No,Suspended all public and private schools and universities indefintely,9/03/2020,Ministry of Education,Government,http://www.edu.gov.qa/Ar/Media/News/Pages/NewsDetails.aspx?NewsID=12475,15/03/2020,
345,Qatar,QAT,,,Middle East,Public health measures,Awareness campaigns,No,health measurments against the spread of coronavirus on social media,6/03/2020,Ministry of Education,Government,http://www.edu.gov.qa/Ar/Media/News/Pages/NewsDetails.aspx?NewsID=12471,15/03/2020,
346,Qatar,QAT,,,Middle East,Movement restrictions,Visa restrictions,Yes,"tourist visas on arrival for citizens from France, Germany, Spain and Italy are suspended",14/03/2020,Government,Government,https://www.gco.gov.qa/ar/2020/03/14/government-communications-office-statement-regarding-the-extended-temporary-travel-restrictions-from-designated-countries/,15/03/2020,
353,Qatar,QAT,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,"travelers arriving from France, Germany, Spain and Italy have to quarantine for 14 days ",14/03/2020,Government,Government,https://www.gco.gov.qa/ar/2020/03/14/government-communications-office-statement-regarding-the-extended-temporary-travel-restrictions-from-designated-countries/,15/03/2020,
1391,Qatar,QAT,,,Middle East,Movement restrictions,Flights suspension,No,ALL flights for 2 weeks (at least) *Except Cargo and citizens,18/03/2020,US Embassy of Qatar,Government,https://qa.usembassy.gov/covid-19-information-2/,22/03/2020,
1392,Qatar,QAT,,,Middle East,Public health measures,Introduction of quarantine policies,Yes,All returning travellers - mandatory 2week quarantine ,18/03/2020,US Embassy of Qatar,Government,https://qa.usembassy.gov/covid-19-information-2/,22/03/2020,
1393,Qatar,QAT,,,Middle East,Social distancing,Public services closure ,No,all non-essentils and public gatherings/social events ,18/03/2020,US Embassy of Qatar,Government,https://qa.usembassy.gov/covid-19-information-2/,22/03/2020,
537,Romania,ROU,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"Quarantine for those asymptomatic individuals arriving in Romania through land or air points of entry and originating from or transiting within the previous 14 days any country with at least 500 confirmed cases of COVID-19, must self-isolate at home for 14 days.",14/03/2020,US Embassy,Government,https://ro.usembassy.gov/covid-19-information/,16/03/2020,
550,Romania,ROU,,,Europe,Social distancing,Limit public gatherings,Yes,Restricted gatherings of more than 50 ,16/03/2020,US Embassy,Government,https://ro.usembassy.gov/covid-19-information/,16/03/2020,
552,Romania,ROU,,,Europe,Movement restrictions,Flights suspension,Yes,Flights suspended between Italy and Romania until 23 March.,9/03/2020,,,,16/03/2020,
566,Romania,ROU,,,Europe,Movement restrictions,Travel restrictions,Yes,"Airlines may not board foreign passengers from Italy, China, Iran or South Korea on connecting flights to Romania.",9/03/2020,US embassy,Government,https://ro.usembassy.gov/covid-19-information/,16/03/2020,
1394,Romania,ROU,,,Europe,Social and economic measures,State of emergency declared,No,,16/03/2020,US Embassy of Romania,Government,https://ro.usembassy.gov/covid-19-information/,22/03/2020,
1395,Romania,ROU,,,Europe,Public health measures,Introduction of quarantine policies,No,14 day self-isoation ,15/03/2020,US Embassy of Romania,Government,https://ro.usembassy.gov/covid-19-information/,22/03/2020,
1396,Romania,ROU,,,Europe,Public health measures,Strengthening the public health system,Yes,"Epidemiological investigation during 2week quarantine period for those meeting ""close contact"" criteria.",15/03/2020,US Embassy of Romania,Government,https://ro.usembassy.gov/covid-19-information/,22/03/2020,
1397,Romania,ROU,,,Europe,Movement restrictions,Border closure ,Yes,"land borders with: Bulgaria, Hungary, Moldova and Ukraine.",22/03/2020,International SOS,Government,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,
1398,Romania,ROU,,,Europe,Social distancing,Public services closure ,No,"No more than 3 people who do not live together, all non essentials, only leave house for necessary goods/services, and short trips outdoors for physcial activity etc.",22/03/2020,Romanian government ,Government,https://stirioficiale.ro/informatii/ordonanta-militara-nr-2-din-21-03-2020-privind-masuri-de-prevenire-a-raspandirii-covid-19,22/03/2020,
1399,Romania,ROU,,,Europe,Social and economic measures,Arrests for noncompliance,No,"""Failure to comply with the emergency measures provided for in art. 1-7 attracts disciplinary, civil, contraventional or criminal liability""",22/03/2020,Romanian government ,Government,https://stirioficiale.ro/informatii/ordonanta-militara-nr-2-din-21-03-2020-privind-masuri-de-prevenire-a-raspandirii-covid-19,22/03/2020,
634,Russian Federation,RUS,,,Europe,Movement restrictions,Travel restrictions,Yes,"Banned entry of non-residents (except airline crew and official delegations) into Russia from China, South Korea, Italy and Iran.",15/03/2020,UK Government Travel Advice,Government,https://www.gov.uk/foreign-travel-advice/russia,16/03/2020,
635,Russian Federation,RUS,,,Europe,Movement restrictions,Flights suspension,Yes,Passenger flights suspended between Russia and EU member states ,16/03/2020,UK Government Travel Advice,Government,https://www.gov.uk/foreign-travel-advice/russia/health,16/03/2020,
636,Russian Federation,RUS,,,Europe,Public health measures,Introduction of quarantine policies,Yes,14-day self Quarantines in place for those arriving from China and . Country specific Quarantines are also in effect in Moscow (see below),16/03/2020,US Embassy,Government,https://ru.usembassy.gov/covid-19-information/,16/03/2020,
667,Russian Federation,RUS,Moscow,,Europe,Public health measures,Introduction of quarantine policies,Yes,"Visitors should self-isolate for 14 days if they are arriving from China, South Korea, Italy, Iran, France, Germany, and Spain. ",5/03/2020,UK Government Travel Advice,Government,https://www.gov.uk/foreign-travel-advice/russia/health,16/03/2020,
680,Russian Federation,RUS,,,Europe,Social distancing,Limit public gatherings,No,Public indoor events limited to no more than 50 people,16/03/2020,USN,Media,https://www.usnews.com/news/world/articles/2020-03-16/russia-ramps-up-coronavirus-controls-bans-public-events-closes-schools,16/03/2020,
753,Russian Federation,RUS,,,Europe,Movement restrictions,Border closure ,Yes,Borders will be closed to all foreign nationals until May,16/03/2020,Russia Today,Media,https://www.rt.com/russia/483270-russia-entry-foreign-nationals/,16/03/2020,
801,Russian Federation,RUS,,,Europe,Movement restrictions,Visa restrictions,Yes,"Temporary suspension of visa for Italians with diplomatic, business and humanitarian exceptions.",13/03/2020,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it,17/03/2020,
1400,Russian Federation,RUS,,,Europe,Movement restrictions,Travel restrictions,No,"Ban on all Foreign Travellers into Russia (Until at least 1 may) *except: citizens, diplomatic staff, international truck drivers, airline crews and existing visa holders entering Russia due to the death of a close relative.",18/03/2020,international SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,
1401,Russian Federation,RUS,,,Europe,Movement restrictions,Border checks ,Yes,"Movement through border posts with China, Mongolia, Poland, Norway and Belarus is restricted.",18/03/2020,international SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,
1402,Russian Federation,RUS,,,Europe,Movement restrictions,Flights suspension,Yes,"Most flights to U.S, U.K and UAE",20/03/2020,international SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,
1403,Russian Federation,RUS,,,Europe,Public health measures,Strengthening the public health system,No,"All the centers of hygiene and epidemiology of Rospotrebnadzor in Russia are provided with diagnostic test systems for detecting a new coronavirus,",21/03/2020,Russian Federation Government,Government,https://www.rospotrebnadzor.ru/about/info/news/news_details.php?ELEMENT_ID=14085,22/03/2020,
681,Rwanda,RWA,,,Africa,Social distancing,Limit public gatherings,No,Large gatherings such as sporting events to be postponed,14/03/2020,Republic of Rwanda,Government,https://www.rbc.gov.rw/fileadmin/user_upload/annoucement/GoR-MOH%20statement%20final.pdf,16/03/2020,
682,Rwanda,RWA,,,Africa,Social distancing,Schools closure ,No,Schools and higher education (public and private) to be closed,14/03/2020,Republic of Rwanda,Government,https://www.rbc.gov.rw/fileadmin/user_upload/annoucement/GoR-MOH%20statement%20final.pdf,16/03/2020,
692,Rwanda,RWA,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,14/03/2020,US Embassy ,Government,https://rw.usembassy.gov/health-alert-covid-19-information/,16/03/2020,
238,Saint Lucia,LCA,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"any foreigners who have been in mainland China, Hong Kong, South Korea, Japan, Singapore and Italy during the past 14 day",,US Embassy,Government,https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/,15/03/2020,
239,Saint Lucia,LCA,,,Americas,Movement restrictions,Visa restrictions,Yes,"any foreigners who have been in mainland China, Hong Kong, South Korea, Japan, Singapore and Italy during the past 14 day",,US Embassy,Government,https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/,15/03/2020,
240,Saint Vincent and the Grenadines,VCT,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"traveled from or through China, Italy, Japan, Hong Kong, Macau, Singapore, or South Korea in the past 14 days",,US Embassy,Government,https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/,15/03/2020,
245,Samoa,WSM,,,Pacific,Public health measures,General recommendations,No,General recommendations from the Govt,14/03/2020,Ministry of Health,Government,http://www.samoagovt.ws/2020/03/ministry-of-health-coronavirus-covid-19-update-14-march-2020/,15/03/2020,
246,Samoa,WSM,,,Pacific,Public health measures,Health screenings in airports and border crossings,No,,6/03/2020,WHO,UN,https://www.who.int/samoa/news/detail/09-03-2020-who-helps-samoa-and-tokelau-to-prepare-for-covid-19,15/03/2020,
883,Samoa,WSM,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,A State of Emergency has been declared in Samoa in response to the Corona Virus (COVID-19) global crisis.,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
884,Samoa,WSM,,,Pacific,Social distancing,Limit public gatherings,No,There shall be no public gathering of more than 5 people at any public place.,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
888,Samoa,WSM,,,Pacific,Social and economic measures,General lockdown,Yes,"All persons of the age of 60 and above are to remain at home and must not move out and about in public, unless he or she is seeking medical attention at any health facility.",20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
889,Samoa,WSM,,,Pacific,Social distancing,Schools closure ,No,All schools are to close until further notice.,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
891,Samoa,WSM,,,Pacific,Social distancing,Public services closure ,No,The operation of public transport such as buses and vans that carry more than 5 people are prohibited.,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
915,Samoa,WSM,,,Pacific,Movement restrictions,Border closure ,No,"All international travelers, travelling to Samoa are prohibited from entering Samoa unless: a) the traveler is a returning citizen or resident of Samoa; and (b) that returning resident or citizen has undergone a has undergone a COVID-19 test 5 days before entering Samoa",20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws/2020/03/state-of-emergency-declared/,20/03/2020,
1518,Samoa,WSM,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,Samoa Govt activates its National Emergency Operations Centre as part of Samoa’s response to the Coronavirus (COVID-19) global crisis.,21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1519,Samoa,WSM,,,Pacific,Movement restrictions,Travel restrictions,Yes,Public buses ordered to cease operation,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1520,Samoa,WSM,,,Pacific,Movement restrictions,Flights suspension,No,"The following flights are suspended until further notice – between:
(a) Australia
(b) Samoa and Tonga;
(c) Samoa and Fiji;
(d) Samoa and American Samoa.",21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1521,Samoa,WSM,,,Pacific,Movement restrictions,Border closure ,Yes,"All international travelers, travelling to Samoa are prohibited from entering Samoa unless:
(a)the traveler is a returning citizen or resident of Samoa; and
(b)that returning resident or citizen has undergone a COVID-19 test 5 days before entering Samoa.",21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1522,Samoa,WSM,,,Pacific,Social distancing,Public services closure ,Yes,"Partial shut-down of non-essential services but essential services will remain open. No adjustment should be made to an employee’s salary as a result of the above changes.
2. CEOs should make determinations under their special powers to suspend or defer government programs that bring together more than 5 people in one place;
3. All Ministries to encourage the elevated use of telecommunication or social media means to respond to all customer enquiries and to reduce the movement of the general public",23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1523,Samoa,WSM,,,Pacific,Social distancing,Limit public gatherings,Yes,"All employees must be provided with an opportunity to work from home where practicable, being 1. Employees aged 60 years+; 2. Employees with underlying medical conditions; 3. Employees affected by the unavailability of public transportation to travel to work; 4. Employees affected by the closure of schools and need to attend their children.",23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1524,Samoa,WSM,,,Pacific,Social and economic measures,Economic measures,Yes,Wholesalers and retailers advised to avoid unnecessary price increases of goods and products. Customers are advised to report any unreasonable price increases. ,23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
268,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,all flights to and from Saudi Arabia suspended for two weeks starting 15 March,15/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
269,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Additional health/documents requirements upon arrival,No,all passengers must fill out a health declaration form upon arrival,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
270,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all Saudi citizens and residents are banned from travelling to Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuit, Eritrea)",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
271,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all travelers arriving from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuti, Eritrea are banned from entry",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
279,Saudi Arabia,SAU,,,Middle East,Public health measures,Awareness campaigns,No,the government calls upon its citizens and residents to avoid gatherings and follow preventive safety measures,14/03/2020,Ministry of Health,Government,https://www.moh.gov.sa/en/Ministry/MediaCenter/News/Pages/News-2020-03-14-002.aspx,15/03/2020,
284,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,"suspension of all flights to and from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibouti and Eritrea",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
285,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all Saudi citizens and residents are banned from travelling to Philippines, India, Pakistan, Sri Lanka, Indonesia)",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
286,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all travelers arriving from Phillipins, India, Pakistan, Sri Lanka, Indonesia are banned from entry",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
287,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,"suspension of all flights to EU countries, Switzerland, Philippines, India, Pakistan, Sri Lanka, Indonesia",12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
288,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all Saudi citizens and residents are banned from travelling to Oman, Spain, Germany, France, Turkey",10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
289,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all travelers arriving from Oman, Spain, Germany, France, Turkey are banned from entry",10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
290,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,"suspension of all flights from and to Oman, Spain, Germany, France, Turkey",10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
293,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all travelers arriving from UAE, Kuwait, Bahrain, Lebanon, Egypt, Syria, Iraq, Italy, Korea are banned from entry",9/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
294,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,"suspension of all flights from and to UAE, Kuwait, Bahrain, Lebanon, Egypt, Syria, Iraq, Italy, Korea",9/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
297,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"all travelers arriving from  Italy, South Korea, Japan, Azerbaijan are banned from entry",7/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
298,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Additional health/documents requirements upon arrival,No,all arriving passengers from Egypt have to proof they have done a medical examination confiming to infection with COVID-19 by a laboratory approved by the Saudi embassy in Carior. Saudi nationals are exempt,7/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
300,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"passengers arriving from airports in UAE, Bahrain, Kuwait can only entre through King Khalid International Airport, King Abdulaziz International Airport, King Fahad International Airport",7/03/2020,,,,15/03/2020,
303,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,suspension of entry permission for travelers arriving for purpose of Umrah and visiting the Prophet´s Mosque,27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
305,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,"passengers arriving from China, Taiwan, Hongkong, Macao, Iran are not permitted to enter",27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
306,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"suspension of touristvisa for passengers arriving from China, Taiwan, Hong Kong, Macao, Iran, Italy, South Korea, Japan, Thailand, Malaysia, Indonesia, Pakistan, Afghanistan, Iraq, Philippines,Singapor, India, Lebanon, Syria, Yemen, Azerbaijan, Kazakkhstan, Uzbekistan, Somalia, Vietnam",27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
310,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Border closure ,No,"border closure between Saudi Arabia and Bahrain, UAE, and Kuwait (land borders with Qatar have been closed since 2017 already) for non-commercial traffic; air travel with these countries is restricted to international airports in Riyadh, Jeddah, and Dhahran",7/03/2020,US Embassy,Government,https://sa.usembassy.gov/health-alert/,15/03/2020,
313,Saudi Arabia,SAU,,,Middle East,Social distancing,Schools closure ,No,"suspension of all schools, universities and other educational institutions",9/03/2020,AlArabiya,Media,http://english.alarabiya.net/en/News/gulf/2020/03/08/Coronavirus-Saudi-Arabia-suspends-all-schools-universities-until-further-notice.html,15/03/2020,
316,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,Yes,entry to Mecca and Medina of citizens from Gulf Cooperation Council countries is banned,27/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-china-saudi-idUSKCN20M31T,15/03/2020,
318,Saudi Arabia,SAU,,,Middle East,Social distancing,Limit public gatherings,No,"suspension of sports competitions, closure of sport stadiums",14/03/2020,Saudi Press Agency,Media,https://www.spa.gov.sa/viewstory.php?lang=ru&newsid=2047561,15/03/2020,
1404,Saudi Arabia,SAU,,,Middle East,Social distancing,Schools closure ,No,,16/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,
1405,Saudi Arabia,SAU,,,Middle East,Social distancing,Public services closure ,No,"non essentials suspended including gatherings in parks, beaches, etc. ",16/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
1406,Saudi Arabia,SAU,,,Middle East,Social distancing,Public services closure ,No,"All domestic flights, bus, taxi, and train transportation are suspended for two weeks *citizens NOT EXEMPT *exempt: humanitarian assistance, medical evacuation aircrafts as well as private flights",21/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
1407,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Flights suspension,No,All international fights to and from *citizens NOT EXEMPT for 2 weeks,15/03/2020,international SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/
1408,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Travel restrictions,No,All land crossings remain restricted to commercial trucks only.,21/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,
158,Senegal,SEN,,,Africa,Social distancing,Schools closure ,Yes,,16/03/2020,Ministere de la Santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
197,Senegal,SEN,,,Africa,Social distancing,Limit public gatherings,No,Public gatherings limited for at least one month,14/03/2020,Ministère de la santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
198,Senegal,SEN,,,Africa,Public health measures,Awareness campaigns,No,Calls on religious authorities to support the Government with the adopted measures,14/03/2020,Ministère de la santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
784,Senegal,SEN,,,Africa,Social distancing,Schools closure ,No,All schools and universities are closed for the next three weeks,14/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-senegal/senegal-orders-all-schools-closed-in-response-to-coronavirus-idUSKBN211106,17/03/2020,
670,Serbia,SRB,,,Europe,Movement restrictions,Travel restrictions,Yes,only citizens are permitted to enter,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
671,Serbia,SRB,,,Europe,Movement restrictions,Border closure ,No,closure of all borders,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
672,Serbia,SRB,,,Europe,Social and economic measures,State of emergency declared,No,declaration of state of emergency on 15 March,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151398/state-of-emergency-declared-throughout-serbia.php,16/03/2020,
673,Serbia,SRB,,,Europe,Social distancing,Schools closure ,No,closure of schools and introduction of online distance learning,17/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
674,Serbia,SRB,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"as of 15 March, also Serbian citizens entering have to undergo self-isolation for 14 days",15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
675,Serbia,SRB,,,Europe,Movement restrictions,Border checks ,No,intensified border checks,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
253,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,No,,15/03/2020,Xinhuanet,Media,http://www.xinhuanet.com/english/2020-03/15/c_138879460.htm,15/03/2020,
265,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,people with symptomes,,Xinhuanet,Media,http://www.xinhuanet.com/english/2020-03/15/c_138879460.htm,15/03/2020,
267,Seychelles,SYC,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,,US Embassy,Government,https://mu.usembassy.gov/covid-19-seychelles/,15/03/2020,
677,Sierra Leone,SLE,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Mandatory quarantine measures applying to British nationals arriving in Sierra Leone from Monday 16 March 2020 from the UK and other countries with more than 50 confirmed cases of coronavirus (COVID-19). If travel history to China the quarantine is in one of the designated hospitals.,16/03/2020,Ministry of Foreign Affairs - UK,Government,https://www.gov.uk/foreign-travel-advice/sierra-leone,16/03/2020,
678,Sierra Leone,SLE,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,19/02/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/sierra-leone/,16/03/2020,
1755,Sierra Leone,SLE,,,Africa,Movement restrictions,Travel restrictions,Yes,"prohibits all overseas travel for all government officials and urged the general public to “refrain, as far as possible, from overseas travel until further notice”",16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
1756,Sierra Leone,SLE,,,Africa,Social distancing,Limit public gatherings,No,bans all public gatherings of more than 100 people.,16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
